rec_id_jahr_wk,UUID,jahr,Nr,Gebiet,gehört zu,Kategorie,Name_Kategorie,Erst-Stimmen,Zweit-Stimmen
,2017-12906,2017,261,Esslingen,BL-08,Organisation,DEMOKRATIE IN BEWEGUNG,0,202
,2017-12907,2017,261,Esslingen,BL-08,Organisation,Deutsche Kommunistische Partei,0,8
,2017-12908,2017,261,Esslingen,BL-08,Organisation,Deutsche Mitte,0,187
,2017-12909,2017,261,Esslingen,BL-08,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-12910,2017,261,Esslingen,BL-08,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-12911,2017,261,Esslingen,BL-08,Organisation,Magdeburger Gartenpartei,0,0
,2017-12912,2017,261,Esslingen,BL-08,Organisation,Menschliche Welt,0,140
,2017-12913,2017,261,Esslingen,BL-08,Organisation,Partei der Humanisten,0,0
,2017-12914,2017,261,Esslingen,BL-08,Organisation,Partei für Gesundheitsforschung,0,0
,2017-12915,2017,261,Esslingen,BL-08,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,178
,2017-12916,2017,261,Esslingen,BL-08,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-12917,2017,261,Esslingen,BL-08,Organisation,DIE EINHEIT,0,0
,2017-12918,2017,261,Esslingen,BL-08,Organisation,Die Violetten,0,0
,2017-12919,2017,261,Esslingen,BL-08,Organisation,Familien-Partei Deutschlands,0,0
,2017-12920,2017,261,Esslingen,BL-08,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-12921,2017,261,Esslingen,BL-08,Organisation,Mieterpartei,0,0
,2017-12922,2017,261,Esslingen,BL-08,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-12923,2017,261,Esslingen,BL-08,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-12924,2017,261,Esslingen,BL-08,Organisation,Übrige,0,0
2017-262,2017-12925,2017,262,Nürtingen,BL-08,Statistik,Wahlberechtigte,207044,207044
,2017-12926,2017,262,Nürtingen,BL-08,Statistik,Wähler,168052,168052
,2017-12927,2017,262,Nürtingen,BL-08,Statistik,Ungültige,1765,1443
,2017-12928,2017,262,Nürtingen,BL-08,Statistik,Gültige,166287,166609
,2017-12929,2017,262,Nürtingen,BL-08,Organisation,Christlich Demokratische Union Deutschlands,65566,56105
,2017-12930,2017,262,Nürtingen,BL-08,Organisation,Sozialdemokratische Partei Deutschlands,31655,25190
,2017-12931,2017,262,Nürtingen,BL-08,Organisation,DIE LINKE,7978,9132
,2017-12932,2017,262,Nürtingen,BL-08,Organisation,BÜNDNIS 90/DIE GRÜNEN,24540,23673
,2017-12933,2017,262,Nürtingen,BL-08,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-12934,2017,262,Nürtingen,BL-08,Organisation,Freie Demokratische Partei,16390,24922
,2017-12935,2017,262,Nürtingen,BL-08,Organisation,Alternative für Deutschland,19833,20544
,2017-12936,2017,262,Nürtingen,BL-08,Organisation,Piratenpartei Deutschland,0,811
,2017-12937,2017,262,Nürtingen,BL-08,Organisation,Nationaldemokratische Partei Deutschlands,0,373
,2017-12938,2017,262,Nürtingen,BL-08,Organisation,FREIE WÄHLER,0,1189
,2017-12939,2017,262,Nürtingen,BL-08,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1544
,2017-12940,2017,262,Nürtingen,BL-08,Organisation,Ökologisch-Demokratische Partei,0,476
,2017-12941,2017,262,Nürtingen,BL-08,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,1107
,2017-12942,2017,262,Nürtingen,BL-08,Organisation,Bayernpartei,0,0
,2017-12943,2017,262,Nürtingen,BL-08,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-12944,2017,262,Nürtingen,BL-08,Organisation,Partei der Vernunft,0,0
,2017-12945,2017,262,Nürtingen,BL-08,Organisation,Marxistisch-Leninistische Partei Deutschlands,325,121
,2017-12946,2017,262,Nürtingen,BL-08,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-12947,2017,262,Nürtingen,BL-08,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-12948,2017,262,Nürtingen,BL-08,Organisation,DIE RECHTE,0,68
,2017-12949,2017,262,Nürtingen,BL-08,Organisation,Allianz Deutscher Demokraten,0,0
,2017-12950,2017,262,Nürtingen,BL-08,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,317
,2017-12951,2017,262,Nürtingen,BL-08,Organisation,"bergpartei, die überpartei",0,0
,2017-12952,2017,262,Nürtingen,BL-08,Organisation,Bündnis Grundeinkommen,0,226
,2017-12953,2017,262,Nürtingen,BL-08,Organisation,DEMOKRATIE IN BEWEGUNG,0,293
,2017-12954,2017,262,Nürtingen,BL-08,Organisation,Deutsche Kommunistische Partei,0,15
,2017-12955,2017,262,Nürtingen,BL-08,Organisation,Deutsche Mitte,0,259
,2017-12956,2017,262,Nürtingen,BL-08,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-12957,2017,262,Nürtingen,BL-08,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-12958,2017,262,Nürtingen,BL-08,Organisation,Magdeburger Gartenpartei,0,0
,2017-12959,2017,262,Nürtingen,BL-08,Organisation,Menschliche Welt,0,148
,2017-12960,2017,262,Nürtingen,BL-08,Organisation,Partei der Humanisten,0,0
,2017-12961,2017,262,Nürtingen,BL-08,Organisation,Partei für Gesundheitsforschung,0,0
,2017-12962,2017,262,Nürtingen,BL-08,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,161
,2017-12963,2017,262,Nürtingen,BL-08,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-12964,2017,262,Nürtingen,BL-08,Organisation,DIE EINHEIT,0,0
,2017-12965,2017,262,Nürtingen,BL-08,Organisation,Die Violetten,0,0
,2017-12966,2017,262,Nürtingen,BL-08,Organisation,Familien-Partei Deutschlands,0,0
,2017-12967,2017,262,Nürtingen,BL-08,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-12968,2017,262,Nürtingen,BL-08,Organisation,Mieterpartei,0,0
,2017-12969,2017,262,Nürtingen,BL-08,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-12970,2017,262,Nürtingen,BL-08,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-12971,2017,262,Nürtingen,BL-08,Organisation,Übrige,0,0
2017-263,2017-12972,2017,263,Göppingen,BL-08,Statistik,Wahlberechtigte,178409,178409
,2017-12973,2017,263,Göppingen,BL-08,Statistik,Wähler,137585,137585
,2017-12974,2017,263,Göppingen,BL-08,Statistik,Ungültige,2115,1637
,2017-12975,2017,263,Göppingen,BL-08,Statistik,Gültige,135470,135948
,2017-12976,2017,263,Göppingen,BL-08,Organisation,Christlich Demokratische Union Deutschlands,50892,45290
,2017-12977,2017,263,Göppingen,BL-08,Organisation,Sozialdemokratische Partei Deutschlands,29730,23924
,2017-12978,2017,263,Göppingen,BL-08,Organisation,DIE LINKE,5994,6882
,2017-12979,2017,263,Göppingen,BL-08,Organisation,BÜNDNIS 90/DIE GRÜNEN,16420,16749
,2017-12980,2017,263,Göppingen,BL-08,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-12981,2017,263,Göppingen,BL-08,Organisation,Freie Demokratische Partei,12492,17188
,2017-12982,2017,263,Göppingen,BL-08,Organisation,Alternative für Deutschland,19588,19956
,2017-12983,2017,263,Göppingen,BL-08,Organisation,Piratenpartei Deutschland,0,801
,2017-12984,2017,263,Göppingen,BL-08,Organisation,Nationaldemokratische Partei Deutschlands,0,372
,2017-12985,2017,263,Göppingen,BL-08,Organisation,FREIE WÄHLER,0,907
,2017-12986,2017,263,Göppingen,BL-08,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1246
,2017-12987,2017,263,Göppingen,BL-08,Organisation,Ökologisch-Demokratische Partei,0,403
,2017-12988,2017,263,Göppingen,BL-08,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,898
,2017-12989,2017,263,Göppingen,BL-08,Organisation,Bayernpartei,0,0
,2017-12990,2017,263,Göppingen,BL-08,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-12991,2017,263,Göppingen,BL-08,Organisation,Partei der Vernunft,0,0
,2017-12992,2017,263,Göppingen,BL-08,Organisation,Marxistisch-Leninistische Partei Deutschlands,354,136
,2017-12993,2017,263,Göppingen,BL-08,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-12994,2017,263,Göppingen,BL-08,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-12995,2017,263,Göppingen,BL-08,Organisation,DIE RECHTE,0,43
,2017-12996,2017,263,Göppingen,BL-08,Organisation,Allianz Deutscher Demokraten,0,0
,2017-12997,2017,263,Göppingen,BL-08,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,296
,2017-12998,2017,263,Göppingen,BL-08,Organisation,"bergpartei, die überpartei",0,0
,2017-12999,2017,263,Göppingen,BL-08,Organisation,Bündnis Grundeinkommen,0,187
,2017-13000,2017,263,Göppingen,BL-08,Organisation,DEMOKRATIE IN BEWEGUNG,0,153
,2017-13001,2017,263,Göppingen,BL-08,Organisation,Deutsche Kommunistische Partei,0,25
,2017-13002,2017,263,Göppingen,BL-08,Organisation,Deutsche Mitte,0,221
,2017-13003,2017,263,Göppingen,BL-08,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-13004,2017,263,Göppingen,BL-08,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-13005,2017,263,Göppingen,BL-08,Organisation,Magdeburger Gartenpartei,0,0
,2017-13006,2017,263,Göppingen,BL-08,Organisation,Menschliche Welt,0,158
,2017-13007,2017,263,Göppingen,BL-08,Organisation,Partei der Humanisten,0,0
,2017-13008,2017,263,Göppingen,BL-08,Organisation,Partei für Gesundheitsforschung,0,0
,2017-13009,2017,263,Göppingen,BL-08,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,172
,2017-13010,2017,263,Göppingen,BL-08,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-13011,2017,263,Göppingen,BL-08,Organisation,DIE EINHEIT,0,0
,2017-13012,2017,263,Göppingen,BL-08,Organisation,Die Violetten,0,0
,2017-13013,2017,263,Göppingen,BL-08,Organisation,Familien-Partei Deutschlands,0,0
,2017-13014,2017,263,Göppingen,BL-08,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-13015,2017,263,Göppingen,BL-08,Organisation,Mieterpartei,0,0
,2017-13016,2017,263,Göppingen,BL-08,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-13017,2017,263,Göppingen,BL-08,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-13018,2017,263,Göppingen,BL-08,Organisation,Übrige,0,0
2017-264,2017-13019,2017,264,Waiblingen,BL-08,Statistik,Wahlberechtigte,222891,222891
,2017-13020,2017,264,Waiblingen,BL-08,Statistik,Wähler,178340,178340
,2017-13021,2017,264,Waiblingen,BL-08,Statistik,Ungültige,1933,1447
,2017-13022,2017,264,Waiblingen,BL-08,Statistik,Gültige,176407,176893
,2017-13023,2017,264,Waiblingen,BL-08,Organisation,Christlich Demokratische Union Deutschlands,64958,58372
,2017-13024,2017,264,Waiblingen,BL-08,Organisation,Sozialdemokratische Partei Deutschlands,33898,28146
,2017-13025,2017,264,Waiblingen,BL-08,Organisation,DIE LINKE,8626,9881
,2017-13026,2017,264,Waiblingen,BL-08,Organisation,BÜNDNIS 90/DIE GRÜNEN,21542,21539
,2017-13027,2017,264,Waiblingen,BL-08,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-13028,2017,264,Waiblingen,BL-08,Organisation,Freie Demokratische Partei,23568,28617
,2017-13029,2017,264,Waiblingen,BL-08,Organisation,Alternative für Deutschland,21863,22870
,2017-13030,2017,264,Waiblingen,BL-08,Organisation,Piratenpartei Deutschland,0,1092
,2017-13031,2017,264,Waiblingen,BL-08,Organisation,Nationaldemokratische Partei Deutschlands,0,403
,2017-13032,2017,264,Waiblingen,BL-08,Organisation,FREIE WÄHLER,0,1036
,2017-13033,2017,264,Waiblingen,BL-08,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1555
,2017-13034,2017,264,Waiblingen,BL-08,Organisation,Ökologisch-Demokratische Partei,1661,577
,2017-13035,2017,264,Waiblingen,BL-08,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,963
,2017-13036,2017,264,Waiblingen,BL-08,Organisation,Bayernpartei,0,0
,2017-13037,2017,264,Waiblingen,BL-08,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-13038,2017,264,Waiblingen,BL-08,Organisation,Partei der Vernunft,0,0
,2017-13039,2017,264,Waiblingen,BL-08,Organisation,Marxistisch-Leninistische Partei Deutschlands,291,143
,2017-13040,2017,264,Waiblingen,BL-08,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-13041,2017,264,Waiblingen,BL-08,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-13042,2017,264,Waiblingen,BL-08,Organisation,DIE RECHTE,0,25
,2017-13043,2017,264,Waiblingen,BL-08,Organisation,Allianz Deutscher Demokraten,0,0
,2017-13044,2017,264,Waiblingen,BL-08,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,431
,2017-13045,2017,264,Waiblingen,BL-08,Organisation,"bergpartei, die überpartei",0,0
,2017-13046,2017,264,Waiblingen,BL-08,Organisation,Bündnis Grundeinkommen,0,222
,2017-13047,2017,264,Waiblingen,BL-08,Organisation,DEMOKRATIE IN BEWEGUNG,0,240
,2017-13048,2017,264,Waiblingen,BL-08,Organisation,Deutsche Kommunistische Partei,0,21
,2017-13049,2017,264,Waiblingen,BL-08,Organisation,Deutsche Mitte,0,285
,2017-13050,2017,264,Waiblingen,BL-08,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-13051,2017,264,Waiblingen,BL-08,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-13052,2017,264,Waiblingen,BL-08,Organisation,Magdeburger Gartenpartei,0,0
,2017-13053,2017,264,Waiblingen,BL-08,Organisation,Menschliche Welt,0,168
,2017-13054,2017,264,Waiblingen,BL-08,Organisation,Partei der Humanisten,0,0
,2017-13055,2017,264,Waiblingen,BL-08,Organisation,Partei für Gesundheitsforschung,0,0
,2017-13056,2017,264,Waiblingen,BL-08,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,187
,2017-13057,2017,264,Waiblingen,BL-08,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-13058,2017,264,Waiblingen,BL-08,Organisation,DIE EINHEIT,0,0
,2017-13059,2017,264,Waiblingen,BL-08,Organisation,Die Violetten,0,0
,2017-13060,2017,264,Waiblingen,BL-08,Organisation,Familien-Partei Deutschlands,0,0
,2017-13061,2017,264,Waiblingen,BL-08,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-13062,2017,264,Waiblingen,BL-08,Organisation,Mieterpartei,0,0
,2017-13063,2017,264,Waiblingen,BL-08,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-13064,2017,264,Waiblingen,BL-08,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-13065,2017,264,Waiblingen,BL-08,Organisation,Übrige,0,0
2017-265,2017-13066,2017,265,Ludwigsburg,BL-08,Statistik,Wahlberechtigte,218074,218074
,2017-13067,2017,265,Ludwigsburg,BL-08,Statistik,Wähler,175304,175304
,2017-13068,2017,265,Ludwigsburg,BL-08,Statistik,Ungültige,1769,1317
,2017-13069,2017,265,Ludwigsburg,BL-08,Statistik,Gültige,173535,173987
,2017-13070,2017,265,Ludwigsburg,BL-08,Organisation,Christlich Demokratische Union Deutschlands,66430,58003
,2017-13071,2017,265,Ludwigsburg,BL-08,Organisation,Sozialdemokratische Partei Deutschlands,30971,28547
,2017-13072,2017,265,Ludwigsburg,BL-08,Organisation,DIE LINKE,9487,10451
,2017-13073,2017,265,Ludwigsburg,BL-08,Organisation,BÜNDNIS 90/DIE GRÜNEN,24702,24000
,2017-13074,2017,265,Ludwigsburg,BL-08,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-13075,2017,265,Ludwigsburg,BL-08,Organisation,Freie Demokratische Partei,17691,25538
,2017-13076,2017,265,Ludwigsburg,BL-08,Organisation,Alternative für Deutschland,20157,19780
,2017-13077,2017,265,Ludwigsburg,BL-08,Organisation,Piratenpartei Deutschland,0,882
,2017-13078,2017,265,Ludwigsburg,BL-08,Organisation,Nationaldemokratische Partei Deutschlands,0,333
,2017-13079,2017,265,Ludwigsburg,BL-08,Organisation,FREIE WÄHLER,3644,1503
,2017-13080,2017,265,Ludwigsburg,BL-08,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1274
,2017-13081,2017,265,Ludwigsburg,BL-08,Organisation,Ökologisch-Demokratische Partei,0,572
,2017-13082,2017,265,Ludwigsburg,BL-08,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,1229
,2017-13083,2017,265,Ludwigsburg,BL-08,Organisation,Bayernpartei,0,0
,2017-13084,2017,265,Ludwigsburg,BL-08,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-13085,2017,265,Ludwigsburg,BL-08,Organisation,Partei der Vernunft,0,0
,2017-13086,2017,265,Ludwigsburg,BL-08,Organisation,Marxistisch-Leninistische Partei Deutschlands,453,223
,2017-13087,2017,265,Ludwigsburg,BL-08,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-13088,2017,265,Ludwigsburg,BL-08,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
,2017-13089,2017,265,Ludwigsburg,BL-08,Organisation,DIE RECHTE,0,42
,2017-13090,2017,265,Ludwigsburg,BL-08,Organisation,Allianz Deutscher Demokraten,0,0
,2017-13091,2017,265,Ludwigsburg,BL-08,Organisation,"Allianz für Menschenrechte, Tier- und Naturschutz",0,410
,2017-13092,2017,265,Ludwigsburg,BL-08,Organisation,"bergpartei, die überpartei",0,0
,2017-13093,2017,265,Ludwigsburg,BL-08,Organisation,Bündnis Grundeinkommen,0,276
,2017-13094,2017,265,Ludwigsburg,BL-08,Organisation,DEMOKRATIE IN BEWEGUNG,0,256
,2017-13095,2017,265,Ludwigsburg,BL-08,Organisation,Deutsche Kommunistische Partei,0,23
,2017-13096,2017,265,Ludwigsburg,BL-08,Organisation,Deutsche Mitte,0,266
,2017-13097,2017,265,Ludwigsburg,BL-08,Organisation,Die Grauen – Für alle Generationen,0,0
,2017-13098,2017,265,Ludwigsburg,BL-08,Organisation,Die Urbane. Eine HipHop Partei,0,0
,2017-13099,2017,265,Ludwigsburg,BL-08,Organisation,Magdeburger Gartenpartei,0,0
,2017-13100,2017,265,Ludwigsburg,BL-08,Organisation,Menschliche Welt,0,182
,2017-13101,2017,265,Ludwigsburg,BL-08,Organisation,Partei der Humanisten,0,0
,2017-13102,2017,265,Ludwigsburg,BL-08,Organisation,Partei für Gesundheitsforschung,0,0
,2017-13103,2017,265,Ludwigsburg,BL-08,Organisation,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",0,247
,2017-13104,2017,265,Ludwigsburg,BL-08,Organisation,Bündnis C - Christen für Deutschland,0,0
,2017-13105,2017,265,Ludwigsburg,BL-08,Organisation,DIE EINHEIT,0,0
,2017-13106,2017,265,Ludwigsburg,BL-08,Organisation,Die Violetten,0,0
,2017-13107,2017,265,Ludwigsburg,BL-08,Organisation,Familien-Partei Deutschlands,0,0
,2017-13108,2017,265,Ludwigsburg,BL-08,Organisation,Feministische Partei DIE FRAUEN,0,0
,2017-13109,2017,265,Ludwigsburg,BL-08,Organisation,Mieterpartei,0,0
,2017-13110,2017,265,Ludwigsburg,BL-08,Organisation,Neue Liberale – Die Sozialliberalen,0,0
,2017-13111,2017,265,Ludwigsburg,BL-08,Organisation,UNABHÄNGIGE für bürgernahe Demokratie,0,0
,2017-13112,2017,265,Ludwigsburg,BL-08,Organisation,Übrige,0,0
2017-266,2017-13113,2017,266,Neckar-Zaber,BL-08,Statistik,Wahlberechtigte,229280,229280
,2017-13114,2017,266,Neckar-Zaber,BL-08,Statistik,Wähler,186362,186362
,2017-13115,2017,266,Neckar-Zaber,BL-08,Statistik,Ungültige,1980,1525
,2017-13116,2017,266,Neckar-Zaber,BL-08,Statistik,Gültige,184382,184837
,2017-13117,2017,266,Neckar-Zaber,BL-08,Organisation,Christlich Demokratische Union Deutschlands,73689,60898
,2017-13118,2017,266,Neckar-Zaber,BL-08,Organisation,Sozialdemokratische Partei Deutschlands,36327,30472
,2017-13119,2017,266,Neckar-Zaber,BL-08,Organisation,DIE LINKE,8453,9719
,2017-13120,2017,266,Neckar-Zaber,BL-08,Organisation,BÜNDNIS 90/DIE GRÜNEN,23092,24282
,2017-13121,2017,266,Neckar-Zaber,BL-08,Organisation,Christlich-Soziale Union in Bayern e.V.,0,0
,2017-13122,2017,266,Neckar-Zaber,BL-08,Organisation,Freie Demokratische Partei,16191,27145
,2017-13123,2017,266,Neckar-Zaber,BL-08,Organisation,Alternative für Deutschland,23215,24212
,2017-13124,2017,266,Neckar-Zaber,BL-08,Organisation,Piratenpartei Deutschland,0,771
,2017-13125,2017,266,Neckar-Zaber,BL-08,Organisation,Nationaldemokratische Partei Deutschlands,0,574
,2017-13126,2017,266,Neckar-Zaber,BL-08,Organisation,FREIE WÄHLER,3128,1818
,2017-13127,2017,266,Neckar-Zaber,BL-08,Organisation,PARTEI MENSCH UMWELT TIERSCHUTZ,0,1444
,2017-13128,2017,266,Neckar-Zaber,BL-08,Organisation,Ökologisch-Demokratische Partei,0,705
,2017-13129,2017,266,Neckar-Zaber,BL-08,Organisation,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",0,1197
,2017-13130,2017,266,Neckar-Zaber,BL-08,Organisation,Bayernpartei,0,0
,2017-13131,2017,266,Neckar-Zaber,BL-08,Organisation,Ab jetzt...Demokratie durch Volksabstimmung,0,0
,2017-13132,2017,266,Neckar-Zaber,BL-08,Organisation,Partei der Vernunft,0,0
,2017-13133,2017,266,Neckar-Zaber,BL-08,Organisation,Marxistisch-Leninistische Partei Deutschlands,287,125
,2017-13134,2017,266,Neckar-Zaber,BL-08,Organisation,Bürgerrechtsbewegung Solidarität,0,0
,2017-13135,2017,266,Neckar-Zaber,BL-08,Organisation,"Sozialistische Gleichheitspartei, Vierte Internationale",0,0
