UUID;Jahr;Wahlkreis-Nr;Gebiet;Bundesland;Kategorie;Parteiname;Erst-Stimmen
2017-13075;2017;265;Ludwigsburg;BL-08;Organisation;Freie Demokratische Partei;17691
2017-13072;2017;265;Ludwigsburg;BL-08;Organisation;DIE LINKE;9487
2017-13074;2017;265;Ludwigsburg;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13070;2017;265;Ludwigsburg;BL-08;Organisation;Christlich Demokratische Union Deutschlands;66430
2017-13073;2017;265;Ludwigsburg;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;24702
2017-13076;2017;265;Ludwigsburg;BL-08;Organisation;Alternative für Deutschland;20157
2017-13118;2017;266;Neckar-Zaber;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;36327
2017-13122;2017;266;Neckar-Zaber;BL-08;Organisation;Freie Demokratische Partei;16191
2017-13119;2017;266;Neckar-Zaber;BL-08;Organisation;DIE LINKE;8453
2017-13121;2017;266;Neckar-Zaber;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13117;2017;266;Neckar-Zaber;BL-08;Organisation;Christlich Demokratische Union Deutschlands;73689
2017-13120;2017;266;Neckar-Zaber;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;23092
2017-13123;2017;266;Neckar-Zaber;BL-08;Organisation;Alternative für Deutschland;23215
2017-13165;2017;267;Heilbronn;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;42455
2017-13169;2017;267;Heilbronn;BL-08;Organisation;Freie Demokratische Partei;17566
2017-13166;2017;267;Heilbronn;BL-08;Organisation;DIE LINKE;8448
2017-13168;2017;267;Heilbronn;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13164;2017;267;Heilbronn;BL-08;Organisation;Christlich Demokratische Union Deutschlands;64591
2017-13167;2017;267;Heilbronn;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;14920
2017-13170;2017;267;Heilbronn;BL-08;Organisation;Alternative für Deutschland;28575
2017-13212;2017;268;Schwäbisch Hall – Hohenlohe;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;31406
2017-13216;2017;268;Schwäbisch Hall – Hohenlohe;BL-08;Organisation;Freie Demokratische Partei;14252
2017-13213;2017;268;Schwäbisch Hall – Hohenlohe;BL-08;Organisation;DIE LINKE;7314
2017-13215;2017;268;Schwäbisch Hall – Hohenlohe;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13211;2017;268;Schwäbisch Hall – Hohenlohe;BL-08;Organisation;Christlich Demokratische Union Deutschlands;68717
2017-13214;2017;268;Schwäbisch Hall – Hohenlohe;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;21468
2017-13217;2017;268;Schwäbisch Hall – Hohenlohe;BL-08;Organisation;Alternative für Deutschland;22894
2017-13259;2017;269;Backnang – Schwäbisch Gmünd;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;26971
2017-13263;2017;269;Backnang – Schwäbisch Gmünd;BL-08;Organisation;Freie Demokratische Partei;10882
2017-13260;2017;269;Backnang – Schwäbisch Gmünd;BL-08;Organisation;DIE LINKE;7581
2017-13262;2017;269;Backnang – Schwäbisch Gmünd;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13258;2017;269;Backnang – Schwäbisch Gmünd;BL-08;Organisation;Christlich Demokratische Union Deutschlands;55595
2017-13261;2017;269;Backnang – Schwäbisch Gmünd;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;15216
2017-13264;2017;269;Backnang – Schwäbisch Gmünd;BL-08;Organisation;Alternative für Deutschland;17788
2017-13306;2017;270;Aalen – Heidenheim;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;35164
2017-13310;2017;270;Aalen – Heidenheim;BL-08;Organisation;Freie Demokratische Partei;10218
2017-13307;2017;270;Aalen – Heidenheim;BL-08;Organisation;DIE LINKE;8678
2017-13309;2017;270;Aalen – Heidenheim;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13305;2017;270;Aalen – Heidenheim;BL-08;Organisation;Christlich Demokratische Union Deutschlands;77752
2017-13308;2017;270;Aalen – Heidenheim;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;16123
2017-13311;2017;270;Aalen – Heidenheim;BL-08;Organisation;Alternative für Deutschland;18447
2017-13353;2017;271;Karlsruhe-Stadt;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;37924
2017-13357;2017;271;Karlsruhe-Stadt;BL-08;Organisation;Freie Demokratische Partei;13829
2017-13354;2017;271;Karlsruhe-Stadt;BL-08;Organisation;DIE LINKE;12155
2017-13356;2017;271;Karlsruhe-Stadt;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13352;2017;271;Karlsruhe-Stadt;BL-08;Organisation;Christlich Demokratische Union Deutschlands;45821
2017-13355;2017;271;Karlsruhe-Stadt;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;28268
2017-13358;2017;271;Karlsruhe-Stadt;BL-08;Organisation;Alternative für Deutschland;16073
2017-13400;2017;272;Karlsruhe-Land;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;32886
2017-13404;2017;272;Karlsruhe-Land;BL-08;Organisation;Freie Demokratische Partei;15138
2017-13401;2017;272;Karlsruhe-Land;BL-08;Organisation;DIE LINKE;7627
2017-13403;2017;272;Karlsruhe-Land;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13399;2017;272;Karlsruhe-Land;BL-08;Organisation;Christlich Demokratische Union Deutschlands;67396
2017-13402;2017;272;Karlsruhe-Land;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;19076
2017-13405;2017;272;Karlsruhe-Land;BL-08;Organisation;Alternative für Deutschland;19512
2017-13447;2017;273;Rastatt;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;29486
2017-13451;2017;273;Rastatt;BL-08;Organisation;Freie Demokratische Partei;11150
2017-13448;2017;273;Rastatt;BL-08;Organisation;DIE LINKE;7123
2017-13450;2017;273;Rastatt;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13446;2017;273;Rastatt;BL-08;Organisation;Christlich Demokratische Union Deutschlands;68259
2017-13449;2017;273;Rastatt;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;16954
2017-13452;2017;273;Rastatt;BL-08;Organisation;Alternative für Deutschland;18849
2017-13494;2017;274;Heidelberg;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;46219
2017-13498;2017;274;Heidelberg;BL-08;Organisation;Freie Demokratische Partei;11769
2017-13495;2017;274;Heidelberg;BL-08;Organisation;DIE LINKE;10751
2017-13497;2017;274;Heidelberg;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13493;2017;274;Heidelberg;BL-08;Organisation;Christlich Demokratische Union Deutschlands;58019
2017-13496;2017;274;Heidelberg;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;29664
2017-13499;2017;274;Heidelberg;BL-08;Organisation;Alternative für Deutschland;15803
2017-13541;2017;275;Mannheim;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;39795
2017-13545;2017;275;Mannheim;BL-08;Organisation;Freie Demokratische Partei;9835
2017-13542;2017;275;Mannheim;BL-08;Organisation;DIE LINKE;10493
2017-13544;2017;275;Mannheim;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13540;2017;275;Mannheim;BL-08;Organisation;Christlich Demokratische Union Deutschlands;41812
2017-13543;2017;275;Mannheim;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;18739
2017-13546;2017;275;Mannheim;BL-08;Organisation;Alternative für Deutschland;17833
2017-13588;2017;276;Odenwald – Tauber;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;30849
2017-13592;2017;276;Odenwald – Tauber;BL-08;Organisation;Freie Demokratische Partei;11419
2017-13589;2017;276;Odenwald – Tauber;BL-08;Organisation;DIE LINKE;8422
2017-13591;2017;276;Odenwald – Tauber;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13587;2017;276;Odenwald – Tauber;BL-08;Organisation;Christlich Demokratische Union Deutschlands;75531
2017-13590;2017;276;Odenwald – Tauber;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;11090
2017-13593;2017;276;Odenwald – Tauber;BL-08;Organisation;Alternative für Deutschland;21849
2017-13635;2017;277;Rhein-Neckar;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;36886
2017-13639;2017;277;Rhein-Neckar;BL-08;Organisation;Freie Demokratische Partei;12571
2017-13636;2017;277;Rhein-Neckar;BL-08;Organisation;DIE LINKE;8010
2017-13638;2017;277;Rhein-Neckar;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13634;2017;277;Rhein-Neckar;BL-08;Organisation;Christlich Demokratische Union Deutschlands;57788
2017-13637;2017;277;Rhein-Neckar;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;14792
2017-13640;2017;277;Rhein-Neckar;BL-08;Organisation;Alternative für Deutschland;20177
2017-13682;2017;278;Bruchsal – Schwetzingen;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;29684
2017-13686;2017;278;Bruchsal – Schwetzingen;BL-08;Organisation;Freie Demokratische Partei;10255
2017-13683;2017;278;Bruchsal – Schwetzingen;BL-08;Organisation;DIE LINKE;7016
2017-13685;2017;278;Bruchsal – Schwetzingen;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13681;2017;278;Bruchsal – Schwetzingen;BL-08;Organisation;Christlich Demokratische Union Deutschlands;63166
2017-13684;2017;278;Bruchsal – Schwetzingen;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;12641
2017-13687;2017;278;Bruchsal – Schwetzingen;BL-08;Organisation;Alternative für Deutschland;21960
2017-13729;2017;279;Pforzheim;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;31611
2017-13733;2017;279;Pforzheim;BL-08;Organisation;Freie Demokratische Partei;19760
2017-13730;2017;279;Pforzheim;BL-08;Organisation;DIE LINKE;7730
2017-13732;2017;279;Pforzheim;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13728;2017;279;Pforzheim;BL-08;Organisation;Christlich Demokratische Union Deutschlands;60476
2017-13731;2017;279;Pforzheim;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;16016
2017-13734;2017;279;Pforzheim;BL-08;Organisation;Alternative für Deutschland;26172
2017-13776;2017;280;Calw;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;25601
2017-13780;2017;280;Calw;BL-08;Organisation;Freie Demokratische Partei;14154
2017-13777;2017;280;Calw;BL-08;Organisation;DIE LINKE;6832
2017-13779;2017;280;Calw;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13775;2017;280;Calw;BL-08;Organisation;Christlich Demokratische Union Deutschlands;65676
2017-13778;2017;280;Calw;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;13284
2017-13781;2017;280;Calw;BL-08;Organisation;Alternative für Deutschland;21431
2017-13823;2017;281;Freiburg;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;40647
2017-13827;2017;281;Freiburg;BL-08;Organisation;Freie Demokratische Partei;9546
2017-13824;2017;281;Freiburg;BL-08;Organisation;DIE LINKE;13172
2017-13826;2017;281;Freiburg;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13822;2017;281;Freiburg;BL-08;Organisation;Christlich Demokratische Union Deutschlands;50256
2017-13825;2017;281;Freiburg;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;46115
2017-13828;2017;281;Freiburg;BL-08;Organisation;Alternative für Deutschland;12984
2017-13870;2017;282;Lörrach – Müllheim;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;36986
2017-13874;2017;282;Lörrach – Müllheim;BL-08;Organisation;Freie Demokratische Partei;15271
2017-13871;2017;282;Lörrach – Müllheim;BL-08;Organisation;DIE LINKE;8854
2017-13873;2017;282;Lörrach – Müllheim;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13869;2017;282;Lörrach – Müllheim;BL-08;Organisation;Christlich Demokratische Union Deutschlands;69148
2017-13872;2017;282;Lörrach – Müllheim;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;26244
2017-13875;2017;282;Lörrach – Müllheim;BL-08;Organisation;Alternative für Deutschland;16854
2017-13917;2017;283;Emmendingen – Lahr;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;39472
2017-13921;2017;283;Emmendingen – Lahr;BL-08;Organisation;Freie Demokratische Partei;14275
2017-13918;2017;283;Emmendingen – Lahr;BL-08;Organisation;DIE LINKE;8691
2017-13920;2017;283;Emmendingen – Lahr;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13916;2017;283;Emmendingen – Lahr;BL-08;Organisation;Christlich Demokratische Union Deutschlands;62476
2017-13919;2017;283;Emmendingen – Lahr;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;18537
2017-13922;2017;283;Emmendingen – Lahr;BL-08;Organisation;Alternative für Deutschland;18027
2017-13964;2017;284;Offenburg;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;26532
2017-13968;2017;284;Offenburg;BL-08;Organisation;Freie Demokratische Partei;9593
2017-13965;2017;284;Offenburg;BL-08;Organisation;DIE LINKE;8264
2017-13967;2017;284;Offenburg;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-13963;2017;284;Offenburg;BL-08;Organisation;Christlich Demokratische Union Deutschlands;73935
2017-13966;2017;284;Offenburg;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;19383
2017-13969;2017;284;Offenburg;BL-08;Organisation;Alternative für Deutschland;15899
2017-14011;2017;285;Rottweil – Tuttlingen;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;23855
2017-14015;2017;285;Rottweil – Tuttlingen;BL-08;Organisation;Freie Demokratische Partei;16255
2017-14012;2017;285;Rottweil – Tuttlingen;BL-08;Organisation;DIE LINKE;5825
2017-14014;2017;285;Rottweil – Tuttlingen;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-14010;2017;285;Rottweil – Tuttlingen;BL-08;Organisation;Christlich Demokratische Union Deutschlands;64558
2017-14013;2017;285;Rottweil – Tuttlingen;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;14299
2017-14016;2017;285;Rottweil – Tuttlingen;BL-08;Organisation;Alternative für Deutschland;19543
2017-14058;2017;286;Schwarzwald-Baar;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;20672
2017-14062;2017;286;Schwarzwald-Baar;BL-08;Organisation;Freie Demokratische Partei;10438
2017-14059;2017;286;Schwarzwald-Baar;BL-08;Organisation;DIE LINKE;5347
2017-14061;2017;286;Schwarzwald-Baar;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-14057;2017;286;Schwarzwald-Baar;BL-08;Organisation;Christlich Demokratische Union Deutschlands;58149
2017-14060;2017;286;Schwarzwald-Baar;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;12085
2017-14063;2017;286;Schwarzwald-Baar;BL-08;Organisation;Alternative für Deutschland;14069
2017-14105;2017;287;Konstanz;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;26396
2017-14109;2017;287;Konstanz;BL-08;Organisation;Freie Demokratische Partei;11425
2017-14106;2017;287;Konstanz;BL-08;Organisation;DIE LINKE;11003
2017-14108;2017;287;Konstanz;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-14104;2017;287;Konstanz;BL-08;Organisation;Christlich Demokratische Union Deutschlands;70355
2017-14107;2017;287;Konstanz;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;21052
2017-14110;2017;287;Konstanz;BL-08;Organisation;Alternative für Deutschland;15006
2017-14152;2017;288;Waldshut;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;32522
2017-14156;2017;288;Waldshut;BL-08;Organisation;Freie Demokratische Partei;8402
2017-14153;2017;288;Waldshut;BL-08;Organisation;DIE LINKE;6767
2017-14155;2017;288;Waldshut;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-14151;2017;288;Waldshut;BL-08;Organisation;Christlich Demokratische Union Deutschlands;56528
2017-14154;2017;288;Waldshut;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;16030
2017-14157;2017;288;Waldshut;BL-08;Organisation;Alternative für Deutschland;12388
2017-14199;2017;289;Reutlingen;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;23397
2017-14203;2017;289;Reutlingen;BL-08;Organisation;Freie Demokratische Partei;15533
2017-14200;2017;289;Reutlingen;BL-08;Organisation;DIE LINKE;9711
2017-14202;2017;289;Reutlingen;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-14198;2017;289;Reutlingen;BL-08;Organisation;Christlich Demokratische Union Deutschlands;63494
2017-14201;2017;289;Reutlingen;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;22309
2017-14204;2017;289;Reutlingen;BL-08;Organisation;Alternative für Deutschland;18702
2017-14246;2017;290;Tübingen;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;27325
2017-14250;2017;290;Tübingen;BL-08;Organisation;Freie Demokratische Partei;12504
2017-14247;2017;290;Tübingen;BL-08;Organisation;DIE LINKE;13862
2017-14249;2017;290;Tübingen;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-14245;2017;290;Tübingen;BL-08;Organisation;Christlich Demokratische Union Deutschlands;56446
2017-14248;2017;290;Tübingen;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;30197
2017-14251;2017;290;Tübingen;BL-08;Organisation;Alternative für Deutschland;13684
2017-14293;2017;291;Ulm;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;35456
2017-14297;2017;291;Ulm;BL-08;Organisation;Freie Demokratische Partei;14173
2017-14294;2017;291;Ulm;BL-08;Organisation;DIE LINKE;8105
2017-14296;2017;291;Ulm;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-14292;2017;291;Ulm;BL-08;Organisation;Christlich Demokratische Union Deutschlands;74849
2017-14295;2017;291;Ulm;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;20990
2017-14298;2017;291;Ulm;BL-08;Organisation;Alternative für Deutschland;18734
2017-14340;2017;292;Biberach;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;22034
2017-14344;2017;292;Biberach;BL-08;Organisation;Freie Demokratische Partei;9775
2017-14341;2017;292;Biberach;BL-08;Organisation;DIE LINKE;4907
2017-14343;2017;292;Biberach;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-14339;2017;292;Biberach;BL-08;Organisation;Christlich Demokratische Union Deutschlands;57837
2017-14342;2017;292;Biberach;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;17589
2017-14345;2017;292;Biberach;BL-08;Organisation;Alternative für Deutschland;14640
2017-14387;2017;293;Bodensee;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;24451
2017-14391;2017;293;Bodensee;BL-08;Organisation;Freie Demokratische Partei;11999
2017-14388;2017;293;Bodensee;BL-08;Organisation;DIE LINKE;7185
2017-14390;2017;293;Bodensee;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-14386;2017;293;Bodensee;BL-08;Organisation;Christlich Demokratische Union Deutschlands;56165
2017-14389;2017;293;Bodensee;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;18811
2017-14392;2017;293;Bodensee;BL-08;Organisation;Alternative für Deutschland;14079
2017-14434;2017;294;Ravensburg;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;17958
2017-14438;2017;294;Ravensburg;BL-08;Organisation;Freie Demokratische Partei;14672
2017-14435;2017;294;Ravensburg;BL-08;Organisation;DIE LINKE;7860
2017-14437;2017;294;Ravensburg;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-14433;2017;294;Ravensburg;BL-08;Organisation;Christlich Demokratische Union Deutschlands;55758
2017-14436;2017;294;Ravensburg;BL-08;Organisation;BÜNDNIS 90/DIE GRÜNEN;29216
2017-14439;2017;294;Ravensburg;BL-08;Organisation;Alternative für Deutschland;13668
2017-14481;2017;295;Zollernalb – Sigmaringen;BL-08;Organisation;Sozialdemokratische Partei Deutschlands;19716
2017-14485;2017;295;Zollernalb – Sigmaringen;BL-08;Organisation;Freie Demokratische Partei;12695
2017-14482;2017;295;Zollernalb – Sigmaringen;BL-08;Organisation;DIE LINKE;6450
2017-14484;2017;295;Zollernalb – Sigmaringen;BL-08;Organisation;Christlich-Soziale Union in Bayern e.V.;0
2017-14480;2017;295;Zollernalb – Sigmaringen;BL-08;Organisation;Christlich Demokratische Union Deutschlands;61694
